INSERT INTO `lucky_cooperation`.`t_bi_warehouse_shop_detail` (`record_date`, `wh_dept_id`, `self_num`, `agent_num`, `total_num`, `self_operating_num`, `agent_operating_num`, `total_operating_num`, `operating_rate`, `create_time`) VALUES
('2022-07-30', 326932, 214, 76, 290, 106, 38, 144, 0.9, '2023-06-01'),
('2022-07-30', 326327, 122, 106, 228, 283, 37, 320, 0.9, '2023-06-01'),
('2022-07-30', -1, 102, 56, 158, 155, 61, 216, 0.9, '2023-06-01'),
('2022-07-31', 327193, 287, 141, 428, 73, 30, 103, 0.9, '2023-06-01'),
('2022-07-31', 245971, 68, 50, 118, 100, 31, 131, 0.9, '2023-06-01'),
('2022-07-31', 245871, 244, 40, 284, 193, 24, 217, 0.9, '2023-06-01'),
('2022-07-31', 326932, 116, 77, 193, 151, 108, 259, 0.9, '2023-06-01'),
('2022-07-31', 326327, 148, 41, 189, 250, 37, 287, 0.9, '2023-06-01'),
('2022-07-31', -1, 88, 53, 141, 116, 27, 143, 0.9, '2023-06-01'),
('2022-08-01', 327193, 249, 116, 365, 124, 100, 224, 0.9, '2023-06-01'),
('2022-08-01', 245971, 210, 125, 335, 169, 56, 225, 0.9, '2023-06-01'),
('2022-08-01', 245871, 85, 83, 168, 178, 12, 190, 0.9, '2023-06-01'),
('2022-08-01', 326932, 66, 48, 114, 250, 148, 398, 0.9, '2023-06-01'),
('2022-08-01', 326327, 149, 68, 217, 156, 148, 304, 0.9, '2023-06-01'),
('2022-08-01', -1, 81, 32, 113, 122, 44, 166, 0.9, '2023-06-01'),
('2022-08-02', 327193, 68, 12, 80, 268, 11, 279, 0.9, '2023-06-01'),
('2022-08-02', 245971, 151, 112, 263, 136, 69, 205, 0.9, '2023-06-01'),
('2022-08-02', 245871, 56, 23, 79, 299, 171, 470, 0.9, '2023-06-01'),
('2022-08-02', 326932, 143, 66, 209, 201, 146, 347, 0.9, '2023-06-01'),
('2022-08-02', 326327, 66, 56, 122, 203, 66, 269, 0.9, '2023-06-01'),
('2022-08-02', -1, 182, 143, 325, 123, 37, 160, 0.9, '2023-06-01'),
('2022-08-03', 327193, 82, 23, 105, 225, 120, 345, 0.9, '2023-06-01'),
('2022-08-03', 245971, 139, 27, 166, 126, 110, 236, 0.9, '2023-06-01'),
('2022-08-03', 245871, 229, 12, 241, 105, 103, 208, 0.9, '2023-06-01'),
('2022-08-03', 326932, 147, 128, 275, 87, 39, 126, 0.9, '2023-06-01'),
('2022-08-03', 326327, 56, 51, 107, 207, 160, 367, 0.9, '2023-06-01'),
('2022-08-03', -1, 132, 76, 208, 219, 46, 265, 0.9, '2023-06-01'),
('2022-08-04', 327193, 190, 43, 233, 200, 69, 269, 0.9, '2023-06-01'),
('2022-08-04', 245971, 177, 18, 195, 102, 35, 137, 0.9, '2023-06-01'),
('2022-08-04', 245871, 292, 122, 414, 200, 182, 382, 0.9, '2023-06-01'),
('2022-08-04', 326932, 144, 106, 250, 208, 65, 273, 0.9, '2023-06-01'),
('2022-08-04', 326327, 238, 155, 393, 137, 95, 232, 0.9, '2023-06-01'),
('2022-08-04', -1, 171, 63, 234, 62, 54, 116, 0.9, '2023-06-01'),
('2022-08-05', 327193, 269, 238, 507, 241, 111, 352, 0.9, '2023-06-01'),
('2022-08-05', 245971, 237, 193, 430, 141, 114, 255, 0.9, '2023-06-01'),
('2022-08-05', 245871, 288, 270, 558, 175, 86, 261, 0.9, '2023-06-01'),
('2022-08-05', 326932, 129, 77, 206, 128, 57, 185, 0.9, '2023-06-01'),
('2022-08-05', 326327, 194, 29, 223, 225, 166, 391, 0.9, '2023-06-01'),
('2022-08-05', -1, 175, 56, 231, 101, 56, 157, 0.9, '2023-06-01'),
('2022-08-06', 327193, 262, 251, 513, 269, 105, 374, 0.9, '2023-06-01'),
('2022-08-06', 245971, 196, 95, 291, 120, 75, 195, 0.9, '2023-06-01'),
('2022-08-06', 245871, 230, 175, 405, 105, 59, 164, 0.9, '2023-06-01'),
('2022-08-06', 326932, 224, 90, 314, 184, 124, 308, 0.9, '2023-06-01'),
('2022-08-06', 326327, 232, 183, 415, 50, 24, 74, 0.9, '2023-06-01'),
('2022-08-06', -1, 136, 129, 265, 59, 33, 92, 0.9, '2023-06-01'),
('2022-08-07', 327193, 214, 78, 292, 104, 30, 134, 0.9, '2023-06-01'),
('2022-08-07', 245971, 238, 177, 415, 298, 22, 320, 0.9, '2023-06-01'),
('2022-08-07', 245871, 260, 54, 314, 173, 161, 334, 0.9, '2023-06-01'),
('2022-08-07', 326932, 249, 125, 374, 256, 237, 493, 0.9, '2023-06-01'),
('2022-08-07', 326327, 128, 19, 147, 297, 71, 368, 0.9, '2023-06-01'),
('2022-08-07', -1, 294, 21, 315, 204, 146, 350, 0.9, '2023-06-01'),
('2022-08-08', 327193, 75, 50, 125, 123, 74, 197, 0.9, '2023-06-01'),
('2022-08-08', 245971, 187, 67, 254, 158, 140, 298, 0.9, '2023-06-01'),
('2022-08-08', 245871, 113, 88, 201, 218, 138, 356, 0.9, '2023-06-01'),
('2022-08-08', 326932, 213, 118, 331, 295, 57, 352, 0.9, '2023-06-01'),
('2022-08-08', 326327, 269, 166, 435, 206, 95, 301, 0.9, '2023-06-01'),
('2022-08-08', -1, 262, 180, 442, 125, 111, 236, 0.9, '2023-06-01'),
('2022-08-09', 327193, 276, 207, 483, 273, 171, 444, 0.9, '2023-06-01'),
('2022-08-09', 245971, 144, 111, 255, 282, 193, 475, 0.9, '2023-06-01'),
('2022-08-09', 245871, 101, 10, 111, 94, 70, 164, 0.9, '2023-06-01'),
('2022-08-09', 326932, 252, 83, 335, 160, 21, 181, 0.9, '2023-06-01'),
('2022-08-09', 326327, 70, 16, 86, 145, 113, 258, 0.9, '2023-06-01'),
('2022-08-09', -1, 286, 235, 521, 189, 126, 315, 0.9, '2023-06-01'),
('2022-08-10', 327193, 164, 111, 275, 71, 60, 131, 0.9, '2023-06-01'),
('2022-08-10', 245971, 254, 68, 322, 180, 62, 242, 0.9, '2023-06-01'),
('2022-08-10', 245871, 247, 221, 468, 295, 243, 538, 0.9, '2023-06-01'),
('2022-08-10', 326932, 213, 116, 329, 207, 60, 267, 0.9, '2023-06-01'),
('2022-08-10', 326327, 277, 183, 460, 215, 202, 417, 0.9, '2023-06-01'),
('2022-08-10', -1, 229, 135, 364, 51, 16, 67, 0.9, '2023-06-01'),
('2022-08-11', 327193, 168, 128, 296, 127, 112, 239, 0.9, '2023-06-01'),
('2022-08-11', 245971, 143, 32, 175, 178, 21, 199, 0.9, '2023-06-01'),
('2022-08-11', 245871, 78, 64, 142, 111, 55, 166, 0.9, '2023-06-01'),
('2022-08-11', 326932, 229, 149, 378, 189, 126, 315, 0.9, '2023-06-01'),
('2022-08-11', 326327, 222, 17, 239, 228, 55, 283, 0.9, '2023-06-01'),
('2022-08-11', -1, 110, 109, 219, 120, 107, 227, 0.9, '2023-06-01'),
('2022-08-12', 327193, 127, 42, 169, 300, 158, 458, 0.9, '2023-06-01'),
('2022-08-12', 245971, 184, 166, 350, 84, 53, 137, 0.9, '2023-06-01'),
('2022-08-12', 245871, 283, 63, 346, 256, 132, 388, 0.9, '2023-06-01'),
('2022-08-12', 326932, 70, 46, 116, 146, 41, 187, 0.9, '2023-06-01'),
('2022-08-12', 326327, 132, 104, 236, 61, 37, 98, 0.9, '2023-06-01'),
('2022-08-12', -1, 287, 213, 500, 300, 215, 515, 0.9, '2023-06-01'),
('2022-08-13', 327193, 254, 140, 394, 278, 47, 325, 0.9, '2023-06-01'),
('2022-08-13', 245971, 181, 25, 206, 277, 104, 381, 0.9, '2023-06-01'),
('2022-08-13', 245871, 98, 60, 158, 180, 158, 338, 0.9, '2023-06-01'),
('2022-08-13', 326932, 289, 143, 432, 212, 53, 265, 0.9, '2023-06-01'),
('2022-08-13', 326327, 158, 12, 170, 193, 150, 343, 0.9, '2023-06-01'),
('2022-08-13', -1, 242, 238, 480, 55, 51, 106, 0.9, '2023-06-01'),
('2022-08-14', 327193, 113, 52, 165, 121, 116, 237, 0.9, '2023-06-01'),
('2022-08-14', 245971, 132, 49, 181, 177, 21, 198, 0.9, '2023-06-01'),
('2022-08-14', 245871, 113, 80, 193, 68, 21, 89, 0.9, '2023-06-01'),
('2022-08-14', 326932, 70, 23, 93, 116, 48, 164, 0.9, '2023-06-01'),
('2022-08-14', 326327, 174, 99, 273, 159, 144, 303, 0.9, '2023-06-01'),
('2022-08-14', -1, 97, 87, 184, 269, 193, 462, 0.9, '2023-06-01'),
('2022-08-15', 327193, 284, 261, 545, 284, 10, 294, 0.9, '2023-06-01'),
('2022-08-15', 245971, 155, 123, 278, 269, 145, 414, 0.9, '2023-06-01'),
('2022-08-15', 245871, 183, 148, 331, 141, 16, 157, 0.9, '2023-06-01'),
('2022-08-15', 326932, 225, 195, 420, 94, 79, 173, 0.9, '2023-06-01'),
('2022-08-15', 326327, 80, 34, 114, 218, 174, 392, 0.9, '2023-06-01'),
('2022-08-15', -1, 58, 14, 72, 188, 128, 316, 0.9, '2023-06-01'),
('2022-08-16', 327193, 298, 190, 488, 98, 59, 157, 0.9, '2023-06-01'),
('2022-08-16', 245971, 162, 42, 204, 108, 65, 173, 0.9, '2023-06-01'),
('2022-08-16', 245871, 118, 25, 143, 173, 135, 308, 0.9, '2023-06-01'),
('2022-08-16', 326932, 147, 70, 217, 51, 34, 85, 0.9, '2023-06-01'),
('2022-08-16', 326327, 121, 75, 196, 263, 238, 501, 0.9, '2023-06-01'),
('2022-08-16', -1, 205, 75, 280, 185, 180, 365, 0.9, '2023-06-01'),
('2022-08-17', 327193, 95, 17, 112, 201, 178, 379, 0.9, '2023-06-01'),
('2022-08-17', 245971, 65, 58, 123, 277, 39, 316, 0.9, '2023-06-01'),
('2022-08-17', 245871, 182, 29, 211, 270, 139, 409, 0.9, '2023-06-01'),
('2022-08-17', 326932, 61, 20, 81, 247, 224, 471, 0.9, '2023-06-01'),
('2022-08-17', 326327, 82, 13, 95, 180, 29, 209, 0.9, '2023-06-01'),
('2022-08-17', -1, 274, 92, 366, 127, 74, 201, 0.9, '2023-06-01'),
('2022-08-18', 327193, 138, 52, 190, 189, 39, 228, 0.9, '2023-06-01'),
('2022-08-18', 245971, 73, 23, 96, 168, 34, 202, 0.9, '2023-06-01'),
('2022-08-18', 245871, 95, 76, 171, 244, 85, 329, 0.9, '2023-06-01'),
('2022-08-18', 326932, 264, 100, 364, 280, 222, 502, 0.9, '2023-06-01'),
('2022-08-18', 326327, 218, 52, 270, 192, 152, 344, 0.9, '2023-06-01'),
('2022-08-18', -1, 102, 89, 191, 261, 51, 312, 0.9, '2023-06-01'),
('2022-08-19', 327193, 107, 62, 169, 229, 219, 448, 0.9, '2023-06-01'),
('2022-08-19', 245971, 145, 141, 286, 124, 108, 232, 0.9, '2023-06-01'),
('2022-08-19', 245871, 287, 206, 493, 112, 57, 169, 0.9, '2023-06-01'),
('2022-08-19', 326932, 66, 40, 106, 66, 42, 108, 0.9, '2023-06-01'),
('2022-08-19', 326327, 145, 108, 253, 165, 79, 244, 0.9, '2023-06-01'),
('2022-08-19', -1, 276, 170, 446, 126, 50, 176, 0.9, '2023-06-01'),
('2022-08-20', 327193, 133, 69, 202, 181, 69, 250, 0.9, '2023-06-01'),
('2022-08-20', 245971, 184, 70, 254, 289, 195, 484, 0.9, '2023-06-01'),
('2022-08-20', 245871, 283, 76, 359, 238, 184, 422, 0.9, '2023-06-01'),
('2022-08-20', 326932, 220, 210, 430, 178, 62, 240, 0.9, '2023-06-01'),
('2022-08-20', 326327, 179, 62, 241, 161, 137, 298, 0.9, '2023-06-01'),
('2022-08-20', -1, 241, 175, 416, 54, 22, 76, 0.9, '2023-06-01'),
('2022-08-21', 327193, 254, 186, 440, 152, 49, 201, 0.9, '2023-06-01'),
('2022-08-21', 245971, 193, 13, 206, 62, 21, 83, 0.9, '2023-06-01'),
('2022-08-21', 245871, 222, 31, 253, 263, 68, 331, 0.9, '2023-06-01'),
('2022-08-21', 326932, 213, 81, 294, 131, 103, 234, 0.9, '2023-06-01'),
('2022-08-21', 326327, 183, 56, 239, 90, 84, 174, 0.9, '2023-06-01'),
('2022-08-21', -1, 113, 60, 173, 219, 204, 423, 0.9, '2023-06-01'),
('2022-08-22', 327193, 268, 201, 469, 126, 122, 248, 0.9, '2023-06-01'),
('2022-08-22', 245971, 77, 55, 132, 142, 112, 254, 0.9, '2023-06-01'),
('2022-08-22', 245871, 115, 56, 171, 161, 48, 209, 0.9, '2023-06-01'),
('2022-08-22', 326932, 83, 63, 146, 91, 48, 139, 0.9, '2023-06-01'),
('2022-08-22', 326327, 127, 46, 173, 76, 37, 113, 0.9, '2023-06-01'),
('2022-08-22', -1, 156, 142, 298, 165, 119, 284, 0.9, '2023-06-01'),
('2022-08-23', 327193, 131, 57, 188, 98, 70, 168, 0.9, '2023-06-01'),
('2022-08-23', 245971, 82, 58, 140, 179, 169, 348, 0.9, '2023-06-01'),
('2022-08-23', 245871, 115, 64, 179, 299, 112, 411, 0.9, '2023-06-01'),
('2022-08-23', 326932, 188, 70, 258, 143, 127, 270, 0.9, '2023-06-01'),
('2022-08-23', 326327, 152, 110, 262, 262, 121, 383, 0.9, '2023-06-01'),
('2022-08-23', -1, 169, 59, 228, 245, 70, 315, 0.9, '2023-06-01'),
('2022-08-24', 327193, 122, 38, 160, 168, 28, 196, 0.9, '2023-06-01'),
('2022-08-24', 245971, 116, 76, 192, 83, 62, 145, 0.9, '2023-06-01'),
('2022-08-24', 245871, 60, 49, 109, 99, 66, 165, 0.9, '2023-06-01'),
('2022-08-24', 326932, 140, 76, 216, 291, 193, 484, 0.9, '2023-06-01'),
('2022-08-24', 326327, 109, 71, 180, 180, 66, 246, 0.9, '2023-06-01'),
('2022-08-24', -1, 231, 125, 356, 88, 69, 157, 0.9, '2023-06-01'),
('2022-08-25', 327193, 164, 46, 210, 263, 254, 517, 0.9, '2023-06-01'),
('2022-08-25', 245971, 85, 75, 160, 106, 39, 145, 0.9, '2023-06-01'),
('2022-08-25', 245871, 181, 65, 246, 154, 136, 290, 0.9, '2023-06-01'),
('2022-08-25', 326932, 275, 18, 293, 252, 156, 408, 0.9, '2023-06-01'),
('2022-08-25', 326327, 234, 78, 312, 231, 20, 251, 0.9, '2023-06-01'),
('2022-08-25', -1, 134, 42, 176, 91, 27, 118, 0.9, '2023-06-01'),
('2022-08-26', 327193, 131, 80, 211, 140, 46, 186, 0.9, '2023-06-01'),
('2022-08-26', 245971, 161, 45, 206, 68, 17, 85, 0.9, '2023-06-01'),
('2022-08-26', 245871, 296, 134, 430, 280, 153, 433, 0.9, '2023-06-01'),
('2022-08-26', 326932, 235, 96, 331, 156, 16, 172, 0.9, '2023-06-01'),
('2022-08-26', 326327, 188, 106, 294, 267, 140, 407, 0.9, '2023-06-01'),
('2022-08-26', -1, 266, 222, 488, 146, 121, 267, 0.9, '2023-06-01'),
('2022-08-27', 327193, 139, 131, 270, 137, 69, 206, 0.9, '2023-06-01'),
('2022-08-27', 245971, 279, 39, 318, 103, 86, 189, 0.9, '2023-06-01'),
('2022-08-27', 245871, 124, 94, 218, 129, 37, 166, 0.9, '2023-06-01'),
('2022-08-27', 326932, 98, 94, 192, 204, 18, 222, 0.9, '2023-06-01'),
('2022-08-27', 326327, 113, 97, 210, 60, 54, 114, 0.9, '2023-06-01'),
('2022-08-27', -1, 241, 115, 356, 238, 36, 274, 0.9, '2023-06-01'),
('2022-08-28', 327193, 172, 40, 212, 258, 38, 296, 0.9, '2023-06-01'),
('2022-08-28', 245971, 105, 33, 138, 247, 72, 319, 0.9, '2023-06-01'),
('2022-08-28', 245871, 250, 160, 410, 213, 179, 392, 0.9, '2023-06-01'),
('2022-08-28', 326932, 195, 129, 324, 153, 12, 165, 0.9, '2023-06-01'),
('2022-08-28', 326327, 101, 73, 174, 212, 17, 229, 0.9, '2023-06-01'),
('2022-08-28', -1, 175, 12, 187, 67, 39, 106, 0.9, '2023-06-01'),
('2022-08-29', 327193, 161, 113, 274, 52, 46, 98, 0.9, '2023-06-01'),
('2022-08-29', 245971, 298, 195, 493, 134, 35, 169, 0.9, '2023-06-01'),
('2022-08-29', 245871, 262, 254, 516, 158, 10, 168, 0.9, '2023-06-01'),
('2022-08-29', 326932, 145, 64, 209, 247, 222, 469, 0.9, '2023-06-01'),
('2022-08-29', 326327, 204, 28, 232, 253, 104, 357, 0.9, '2023-06-01'),
('2022-08-29', -1, 83, 38, 121, 195, 152, 347, 0.9, '2023-06-01'),
('2022-08-30', 327193, 165, 50, 215, 171, 47, 218, 0.9, '2023-06-01'),
('2022-08-30', 245971, 74, 19, 93, 270, 168, 438, 0.9, '2023-06-01'),
('2022-08-30', 245871, 122, 70, 192, 296, 288, 584, 0.9, '2023-06-01'),
('2022-08-30', 326932, 283, 161, 444, 124, 63, 187, 0.9, '2023-06-01'),
('2022-08-30', 326327, 246, 48, 294, 276, 175, 451, 0.9, '2023-06-01'),
('2022-08-30', -1, 127, 122, 249, 83, 63, 146, 0.9, '2023-06-01'),
('2022-08-31', 327193, 206, 149, 355, 103, 19, 122, 0.9, '2023-06-01'),
('2022-08-31', 245971, 204, 53, 257, 50, 20, 70, 0.9, '2023-06-01'),
('2022-08-31', 245871, 204, 76, 280, 71, 31, 102, 0.9, '2023-06-01'),
('2022-08-31', 326932, 251, 174, 425, 98, 11, 109, 0.9, '2023-06-01'),
('2022-08-31', 326327, 81, 16, 97, 278, 24, 302, 0.9, '2023-06-01'),
('2022-08-31', -1, 122, 113, 235, 102, 14, 116, 0.9, '2023-06-01'),
('2022-09-01', 327193, 133, 133, 266, 82, 15, 97, 0.9, '2023-06-01'),
('2022-09-01', 245971, 68, 41, 109, 206, 130, 336, 0.9, '2023-06-01'),
('2022-09-01', 245871, 161, 113, 274, 164, 20, 184, 0.9, '2023-06-01'),
('2022-09-01', 326932, 235, 103, 338, 259, 121, 380, 0.9, '2023-06-01'),
('2022-09-01', 326327, 52, 40, 92, 279, 223, 502, 0.9, '2023-06-01'),
('2022-09-01', -1, 139, 95, 234, 115, 39, 154, 0.9, '2023-06-01'),
('2022-09-02', 327193, 75, 20, 95, 176, 114, 290, 0.9, '2023-06-01'),
('2022-09-02', 245971, 272, 208, 480, 57, 17, 74, 0.9, '2023-06-01'),
('2022-09-02', 245871, 157, 73, 230, 56, 47, 103, 0.9, '2023-06-01'),
('2022-09-02', 326932, 151, 29, 180, 52, 48, 100, 0.9, '2023-06-01'),
('2022-09-02', 326327, 148, 60, 208, 135, 73, 208, 0.9, '2023-06-01'),
('2022-09-02', -1, 266, 93, 359, 260, 203, 463, 0.9, '2023-06-01'),
('2022-09-03', 327193, 235, 208, 443, 241, 36, 277, 0.9, '2023-06-01'),
('2022-09-03', 245971, 82, 66, 148, 121, 31, 152, 0.9, '2023-06-01'),
('2022-09-03', 245871, 207, 169, 376, 114, 19, 133, 0.9, '2023-06-01'),
('2022-09-03', 326932, 78, 56, 134, 194, 48, 242, 0.9, '2023-06-01'),
('2022-09-03', 326327, 252, 114, 366, 233, 138, 371, 0.9, '2023-06-01'),
('2022-09-03', -1, 123, 32, 155, 255, 10, 265, 0.9, '2023-06-01'),
('2022-09-04', 327193, 160, 22, 182, 264, 151, 415, 0.9, '2023-06-01'),
('2022-09-04', 245971, 114, 70, 184, 198, 107, 305, 0.9, '2023-06-01'),
('2022-09-04', 245871, 285, 232, 517, 262, 136, 398, 0.9, '2023-06-01'),
('2022-09-04', 326932, 129, 92, 221, 295, 43, 338, 0.9, '2023-06-01'),
('2022-09-04', 326327, 168, 106, 274, 172, 68, 240, 0.9, '2023-06-01'),
('2022-09-04', -1, 186, 184, 370, 51, 20, 71, 0.9, '2023-06-01'),
('2022-09-05', 327193, 71, 64, 135, 115, 42, 157, 0.9, '2023-06-01'),
('2022-09-05', 245971, 124, 68, 192, 168, 98, 266, 0.9, '2023-06-01'),
('2022-09-05', 245871, 140, 64, 204, 197, 41, 238, 0.9, '2023-06-01'),
('2022-09-05', 326932, 70, 35, 105, 171, 53, 224, 0.9, '2023-06-01'),
('2022-09-05', 326327, 279, 14, 293, 145, 120, 265, 0.9, '2023-06-01'),
('2022-09-05', -1, 266, 56, 322, 143, 100, 243, 0.9, '2023-06-01'),
('2022-09-06', 327193, 93, 29, 122, 147, 24, 171, 0.9, '2023-06-01'),
('2022-09-06', 245971, 242, 204, 446, 221, 95, 316, 0.9, '2023-06-01'),
('2022-09-06', 245871, 57, 11, 68, 119, 14, 133, 0.9, '2023-06-01'),
('2022-09-06', 326932, 189, 181, 370, 220, 174, 394, 0.9, '2023-06-01'),
('2022-09-06', 326327, 80, 43, 123, 282, 117, 399, 0.9, '2023-06-01'),
('2022-09-06', -1, 163, 130, 293, 77, 23, 100, 0.9, '2023-06-01'),
('2022-09-07', 327193, 115, 90, 205, 154, 11, 165, 0.9, '2023-06-01'),
('2022-09-07', 245971, 51, 16, 67, 205, 53, 258, 0.9, '2023-06-01'),
('2022-09-07', 245871, 237, 32, 269, 204, 147, 351, 0.9, '2023-06-01'),
('2022-09-07', 326932, 161, 98, 259, 279, 250, 529, 0.9, '2023-06-01'),
('2022-09-07', 326327, 299, 197, 496, 172, 128, 300, 0.9, '2023-06-01'),
('2022-09-07', -1, 193, 65, 258, 127, 114, 241, 0.9, '2023-06-01'),
('2022-09-08', 327193, 81, 64, 145, 88, 48, 136, 0.9, '2023-06-01'),
('2022-09-08', 245971, 137, 93, 230, 248, 119, 367, 0.9, '2023-06-01'),
('2022-09-08', 245871, 253, 150, 403, 266, 135, 401, 0.9, '2023-06-01'),
('2022-09-08', 326932, 69, 37, 106, 287, 139, 426, 0.9, '2023-06-01'),
('2022-09-08', 326327, 59, 19, 78, 78, 68, 146, 0.9, '2023-06-01'),
('2022-09-08', -1, 263, 211, 474, 288, 89, 377, 0.9, '2023-06-01'),
('2022-09-09', 327193, 288, 161, 449, 261, 94, 355, 0.9, '2023-06-01'),
('2022-09-09', 245971, 62, 47, 109, 294, 197, 491, 0.9, '2023-06-01'),
('2022-09-09', 245871, 139, 124, 263, 99, 23, 122, 0.9, '2023-06-01'),
('2022-09-09', 326932, 194, 67, 261, 129, 118, 247, 0.9, '2023-06-01'),
('2022-09-09', 326327, 205, 198, 403, 297, 176, 473, 0.9, '2023-06-01'),
('2022-09-09', -1, 277, 52, 329, 274, 205, 479, 0.9, '2023-06-01'),
('2022-09-10', 327193, 175, 81, 256, 225, 64, 289, 0.9, '2023-06-01'),
('2022-09-10', 245971, 201, 38, 239, 134, 55, 189, 0.9, '2023-06-01'),
('2022-09-10', 245871, 89, 18, 107, 173, 167, 340, 0.9, '2023-06-01'),
('2022-09-10', 326932, 54, 28, 82, 152, 70, 222, 0.9, '2023-06-01'),
('2022-09-10', 326327, 131, 59, 190, 273, 143, 416, 0.9, '2023-06-01'),
('2022-09-10', -1, 63, 10, 73, 226, 166, 392, 0.9, '2023-06-01'),
('2022-09-11', 327193, 111, 45, 156, 267, 180, 447, 0.9, '2023-06-01'),
('2022-09-11', 245971, 143, 118, 261, 142, 112, 254, 0.9, '2023-06-01'),
('2022-09-11', 245871, 196, 127, 323, 214, 199, 413, 0.9, '2023-06-01'),
('2022-09-11', 326932, 60, 44, 104, 158, 91, 249, 0.9, '2023-06-01'),
('2022-09-11', 326327, 191, 49, 240, 163, 158, 321, 0.9, '2023-06-01'),
('2022-09-11', -1, 206, 141, 347, 156, 122, 278, 0.9, '2023-06-01'),
('2022-09-12', 327193, 151, 41, 192, 282, 218, 500, 0.9, '2023-06-01'),
('2022-09-12', 245971, 59, 10, 69, 234, 222, 456, 0.9, '2023-06-01'),
('2022-09-12', 245871, 220, 78, 298, 194, 79, 273, 0.9, '2023-06-01'),
('2022-09-12', 326932, 237, 200, 437, 79, 22, 101, 0.9, '2023-06-01'),
('2022-09-12', 326327, 163, 141, 304, 230, 151, 381, 0.9, '2023-06-01'),
('2022-09-12', -1, 217, 77, 294, 146, 29, 175, 0.9, '2023-06-01'),
('2022-09-13', 327193, 230, 210, 440, 147, 101, 248, 0.9, '2023-06-01'),
('2022-09-13', 245971, 64, 49, 113, 178, 27, 205, 0.9, '2023-06-01'),
('2022-09-13', 245871, 103, 87, 190, 126, 120, 246, 0.9, '2023-06-01'),
('2022-09-13', 326932, 93, 57, 150, 83, 73, 156, 0.9, '2023-06-01'),
('2022-09-13', 326327, 294, 12, 306, 170, 96, 266, 0.9, '2023-06-01'),
('2022-09-13', -1, 148, 136, 284, 276, 171, 447, 0.9, '2023-06-01'),
('2022-09-14', 327193, 166, 67, 233, 215, 192, 407, 0.9, '2023-06-01'),
('2022-09-14', 245971, 58, 54, 112, 186, 140, 326, 0.9, '2023-06-01'),
('2022-09-14', 245871, 149, 68, 217, 184, 126, 310, 0.9, '2023-06-01'),
('2022-09-14', 326932, 290, 226, 516, 240, 104, 344, 0.9, '2023-06-01'),
('2022-09-14', 326327, 98, 93, 191, 158, 41, 199, 0.9, '2023-06-01'),
('2022-09-14', -1, 161, 151, 312, 72, 24, 96, 0.9, '2023-06-01'),
('2022-09-15', 327193, 220, 151, 371, 203, 102, 305, 0.9, '2023-06-01'),
('2022-09-15', 245971, 263, 85, 348, 151, 100, 251, 0.9, '2023-06-01'),
('2022-09-15', 245871, 155, 113, 268, 265, 131, 396, 0.9, '2023-06-01'),
('2022-09-15', 326932, 291, 245, 536, 240, 66, 306, 0.9, '2023-06-01'),
('2022-09-15', 326327, 258, 245, 503, 223, 128, 351, 0.9, '2023-06-01'),
('2022-09-15', -1, 212, 200, 412, 175, 75, 250, 0.9, '2023-06-01'),
('2022-09-16', 327193, 235, 56, 291, 269, 48, 317, 0.9, '2023-06-01'),
('2022-09-16', 245971, 282, 108, 390, 50, 21, 71, 0.9, '2023-06-01'),
('2022-09-16', 245871, 171, 45, 216, 237, 187, 424, 0.9, '2023-06-01'),
('2022-09-16', 326932, 247, 173, 420, 96, 11, 107, 0.9, '2023-06-01'),
('2022-09-16', 326327, 208, 129, 337, 219, 179, 398, 0.9, '2023-06-01'),
('2022-09-16', -1, 267, 128, 395, 264, 117, 381, 0.9, '2023-06-01'),
('2022-09-17', 327193, 149, 113, 262, 272, 191, 463, 0.9, '2023-06-01'),
('2022-09-17', 245971, 166, 105, 271, 165, 155, 320, 0.9, '2023-06-01'),
('2022-09-17', 245871, 179, 83, 262, 132, 25, 157, 0.9, '2023-06-01'),
('2022-09-17', 326932, 275, 74, 349, 173, 113, 286, 0.9, '2023-06-01'),
('2022-09-17', 326327, 188, 74, 262, 240, 29, 269, 0.9, '2023-06-01'),
('2022-09-17', -1, 244, 239, 483, 82, 14, 96, 0.9, '2023-06-01'),
('2022-09-18', 327193, 144, 98, 242, 273, 163, 436, 0.9, '2023-06-01'),
('2022-09-18', 245971, 84, 27, 111, 77, 73, 150, 0.9, '2023-06-01'),
('2022-09-18', 245871, 99, 60, 159, 168, 16, 184, 0.9, '2023-06-01'),
('2022-09-18', 326932, 127, 111, 238, 180, 78, 258, 0.9, '2023-06-01'),
('2022-09-18', 326327, 300, 153, 453, 154, 109, 263, 0.9, '2023-06-01'),
('2022-09-18', -1, 97, 44, 141, 110, 107, 217, 0.9, '2023-06-01'),
('2022-09-19', 327193, 144, 77, 221, 81, 74, 155, 0.9, '2023-06-01'),
('2022-09-19', 245971, 202, 48, 250, 138, 111, 249, 0.9, '2023-06-01'),
('2022-09-19', 245871, 85, 60, 145, 214, 109, 323, 0.9, '2023-06-01'),
('2022-09-19', 326932, 136, 64, 200, 60, 17, 77, 0.9, '2023-06-01'),
('2022-09-19', 326327, 173, 143, 316, 167, 18, 185, 0.9, '2023-06-01'),
('2022-09-19', -1, 96, 26, 122, 90, 35, 125, 0.9, '2023-06-01'),
